m	556	138	10	10	0	1	30s	100	1	6758
m	601	141	10	10	0	1	30s	100	1	6758
m	636	176	10	10	0	1	30s	100	1	6758
m	735	176	10	10	0	1	30s	100	1	6758
m	741	211	10	10	0	1	30s	100	1	6758
m	790	228	10	10	0	1	30s	100	1	6758
m	808	256	10	10	0	1	30s	100	1	6758
m	738	273	10	10	0	1	30s	100	1	6758
m	876	255	10	10	0	1	30s	100	1	6758
m	901	276	10	10	0	1	30s	100	1	6758
m	935	296	10	10	0	1	30s	100	1	6758
m	981	268	10	10	0	1	30s	100	1	6758
m	1038	280	10	10	0	1	30s	100	1	6758
m	1003	293	10	10	0	1	30s	100	1	6758
m	975	323	10	10	0	1	30s	100	1	6758
m	951	286	10	10	0	1	30s	100	1	6758
m	936	263	10	10	0	1	30s	100	1	6758
m	720	295	10	10	0	1	30s	100	1	6758
m	656	290	10	10	0	1	30s	100	1	6758
m	646	276	10	10	0	1	30s	100	1	6758
m	575	276	10	10	0	1	30s	100	1	6758
m	526	240	10	10	0	1	30s	100	1	6758
m	503	230	10	10	0	1	30s	100	1	6758
m	485	261	10	10	0	1	30s	100	1	6758
m	463	206	10	10	0	1	30s	100	1	6758
m	431	201	10	10	0	1	30s	100	1	6758
m	405	165	10	10	0	1	30s	100	1	6758
m	360	180	10	10	0	1	30s	100	1	6758
m	360	160	10	10	0	1	30s	100	1	6758
m	331	216	10	10	0	1	30s	100	1	6758
m	301	253	10	10	0	1	30s	100	1	6758
m	325	281	10	10	0	1	30s	100	1	6758
m	288	290	10	10	0	1	30s	100	1	6758
m	271	330	10	10	0	1	30s	100	1	6758
m	225	370	10	10	0	1	30s	100	1	6758
m	215	430	10	10	0	1	30s	100	1	6758
m	245	453	10	10	0	1	30s	100	1	6758
m	256	411	10	10	0	1	30s	100	1	6758
m	185	403	10	10	0	1	30s	100	1	6758
m	153	466	10	10	0	1	30s	100	1	6758
m	200	491	10	10	0	1	30s	100	1	6758
m	213	528	10	10	0	1	30s	100	1	6758
m	286	496	10	10	0	1	30s	100	1	6758
m	288	493	10	10	0	1	30s	100	1	6758
m	358	483	10	10	0	1	30s	100	1	6758
m	363	433	10	10	0	1	30s	100	1	6758
m	365	411	10	10	0	1	30s	100	1	6758
m	373	365	10	10	0	1	30s	100	1	6758
m	406	383	10	10	0	1	30s	100	1	6758
m	400	443	10	10	0	1	30s	100	1	6758
m	385	473	10	10	0	1	30s	100	1	6758
m	430	525	10	10	0	1	30s	100	1	6758
m	411	506	10	10	0	1	30s	100	1	6758
m	480	525	10	10	0	1	30s	100	1	6758
m	493	566	10	10	0	1	30s	100	1	6758
m	551	565	10	10	0	1	30s	100	1	6758
m	628	556	10	10	0	1	30s	100	1	6758
m	698	550	10	10	0	1	30s	100	1	6758
m	771	548	10	10	0	1	30s	100	1	6758
m	825	528	10	10	0	1	30s	100	1	6758
m	858	528	10	10	0	1	30s	100	1	6758
m	916	506	10	10	0	1	30s	100	1	6758
m	946	495	10	10	0	1	30s	100	1	6758
m	986	468	10	10	0	1	30s	100	1	6758
m	1011	441	10	10	0	1	30s	100	1	6758
m	1031	453	10	10	0	1	30s	100	1	6758
m	958	346	10	10	0	1	30s	100	1	6758
m	936	370	10	10	0	1	30s	100	1	6758
m	923	381	10	10	0	1	30s	100	1	6758
m	906	401	10	10	0	1	30s	100	1	6758
m	886	406	10	10	0	1	30s	100	1	6758
m	848	413	10	10	0	1	30s	100	1	6758
m	815	421	10	10	0	1	30s	100	1	6758
m	770	421	10	10	0	1	30s	100	1	6758
m	771	403	10	10	0	1	30s	100	1	6758
m	741	416	10	10	0	1	30s	100	1	6758
m	681	416	10	10	0	1	30s	100	1	6758
m	651	398	10	10	0	1	30s	100	1	6758
m	628	418	10	10	0	1	30s	100	1	6758
m	611	403	10	10	0	1	30s	100	1	6758
m	580	413	10	10	0	1	30s	100	1	6758
m	576	388	10	10	0	1	30s	100	1	6758
m	545	385	10	10	0	1	30s	100	1	6758
m	536	378	10	10	0	1	30s	100	1	6758
m	508	368	10	10	0	1	30s	100	1	6758
m	468	366	10	10	0	1	30s	100	1	6758
m	315	470	10	10	0	1	30s	100	1	6758
m	285	545	10	10	0	1	30s	100	1	6758
m	233	508	10	10	0	1	30s	100	1	6758
m	256	496	10	10	0	1	30s	100	1	6758
m	251	548	10	10	0	1	30s	100	1	6758
m	221	548	10	10	0	1	30s	100	1	6758
m	178	515	10	10	0	1	30s	100	1	6758
m	190	450	10	10	0	1	30s	100	1	6758
m	158	436	10	10	0	1	30s	100	1	6758
m	148	413	10	10	0	1	30s	100	1	6758
m	188	381	10	10	0	1	30s	100	1	6758
m	233	281	10	10	0	1	30s	100	1	6758
m	208	281	10	10	0	1	30s	100	1	6758
m	208	221	10	10	0	1	30s	100	1	6758
m	246	221	10	10	0	1	30s	100	1	6758
m	221	183	10	10	0	1	30s	100	1	6758
m	185	183	10	10	0	1	30s	100	1	6758
m	166	223	10	10	0	1	30s	100	1	6758
m	166	246	10	10	0	1	30s	100	1	6758
m	190	246	10	10	0	1	30s	100	1	6758
m	178	205	10	10	0	1	30s	100	1	6758
m	165	193	10	10	0	1	30s	100	1	6758
m	141	191	10	10	0	1	30s	100	1	6758
m	143	223	10	10	0	1	30s	100	1	6758
m	170	258	10	10	0	1	30s	100	1	6758
m	201	256	10	10	0	1	30s	100	1	6758
m	211	255	10	10	0	1	30s	100	1	6758
m	215	230	10	10	0	1	30s	100	1	6758
m	223	210	10	10	0	1	30s	100	1	6758
m	205	201	10	10	0	1	30s	100	1	6758
m	203	168	10	10	0	1	30s	100	1	6758
m	305	241	10	10	0	1	30s	100	1	6758
m	325	255	10	10	0	1	30s	100	1	6758
m	305	266	10	10	0	1	30s	100	1	6758
m	303	280	10	10	0	1	30s	100	1	6758
m	390	190	10	10	0	1	30s	100	1	6758
m	411	213	10	10	0	1	30s	100	1	6758
m	451	260	10	10	0	1	30s	100	1	6758
m	461	270	10	10	0	1	30s	100	1	6758
m	445	233	10	10	0	1	30s	100	1	6758
m	431	235	10	10	0	1	30s	100	1	6758
m	465	235	10	10	0	1	30s	100	1	6758
m	478	235	10	10	0	1	30s	100	1	6758
m	488	246	10	10	0	1	30s	100	1	6758
m	513	260	10	10	0	1	30s	100	1	6758
m	396	171	10	10	0	1	30s	100	1	6758
m	371	171	10	10	0	1	30s	100	1	6758
