m	184	188	10	10	0	1	30s	100	1	8066
m	184	232	10	10	0	1	30s	100	1	8066
m	207	242	10	10	0	1	30s	100	1	8066
m	202	276	10	10	0	1	30s	100	1	8066
m	317	283	10	10	0	1	30s	100	1	8066
m	485	541	10	10	0	1	30s	100	1	8066
m	455	192	10	10	0	1	30s	100	1	8066
m	389	194	10	10	0	1	30s	100	1	8066
m	1174	569	10	10	0	1	30s	100	1	8065
m	1128	610	10	10	0	1	30s	100	1	8065
m	1110	517	10	10	0	1	30s	100	1	8065
m	1064	462	10	10	0	1	30s	100	1	8065
m	1026	463	10	10	0	1	30s	100	1	8065
m	1018	296	10	10	0	1	30s	100	1	8065
m	954	285	10	10	0	1	30s	100	1	8065
m	913	312	10	10	0	1	30s	100	1	8066
m	878	267	10	10	0	1	30s	100	1	8065
m	1143	482	10	10	0	1	30s	100	1	8066
m	1182	512	10	10	0	1	30s	100	1	8065
m	1167	542	10	10	0	1	30s	100	1	8066
m	345	432	10	10	0	1	30s	100	1	8065
m	279	444	10	10	0	1	30s	100	1	8066
m	147	239	10	10	0	1	30s	100	1	8065
m	168	204	10	10	0	1	30s	100	1	8066
m	219	204	10	10	0	1	30s	100	1	8065
m	373	165	10	10	0	1	30s	100	1	8066
m	765	217	10	10	0	1	30s	100	1	8065
m	812	248	10	10	0	1	30s	100	1	8066
m	758	254	10	10	0	1	30s	100	1	8065
