4023	¹ì»ç¿ø ÃþÀÌµ¿	KING	NPC	MELEE	1	100	NOMOVE	0		STUN,SLOW,TERROR	0		1	0	0	0	0	0	0	120	3	1	0	0	10	4	100	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4024	¹ì¸Ó¸®	KING	NPC	MELEE	1	100	NOMOVE	0		STUN,SLOW,TERROR	0	snake_head_01	1	0	0	0	0	0	0	120	3	1	0	0	10	4	100	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4025	¹ì¸Ó¸®	KING	NPC	MELEE	1	100	NOMOVE	0		STUN,SLOW,TERROR	0	snake_head_02	1	0	0	0	0	0	0	120	3	1	0	0	10	4	100	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4026	¹ì¸Ó¸®	KING	NPC	MELEE	1	100	NOMOVE	0		STUN,SLOW,TERROR	0	snake_head_03	1	0	0	0	0	0	0	120	3	1	0	0	10	4	100	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4027	¹ì¸Ó¸®	KING	NPC	MELEE	1	100	NOMOVE	0		STUN,SLOW,TERROR	0	snake_head_04	1	0	0	0	0	0	0	120	3	1	0	0	10	4	100	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6744	³ª°¡Àü»ç(È÷µç)	KNIGHT	MONSTER	MELEE	124	100	AGGR,BERSERK	0		STUN,SLOW,TERROR	0	naga_warrior	0	135	90	125	33	200	300	173487	4	7	200	400	10	250	100	100	100	2000	150	0	0	0	0	0	0	15	20	45	45	45	45	45	45	0	0	0	-10	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6745	³ª°¡ÀÏ²Û	PAWN	MONSTER	MELEE	123	100		0		STUN,SLOW,TERROR	0	naga_soldier	0	135	90	125	33	200	300	95000	3	7	200	400	10	233	100	100	100	2000	150	0	0	0	0	0	15	25	20	45	45	45	45	45	45	0	0	0	-10	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6746	³ª°¡Àü»ç	S_PAWN	MONSTER	MELEE	123	100	BERSERK	0		STUN,SLOW,TERROR	0	naga_warrior	0	135	90	125	33	200	300	200000	4	7	200	400	10	232	100	100	100	2000	150	0	0	0	0	0	0	15	20	45	45	45	45	45	45	0	0	0	-10	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6747	³ª°¡¹ý»ç	S_KNIGHT	MONSTER	MAGIC	123	100	AGGR,BERSERK	0		STUN,SLOW,TERROR	0	naga_mage	0	135	90	125	33	200	300	200000	5	14	200	400	10	241	100	100	100	2000	600	0	0	0	0	0	0	15	20	45	45	45	45	45	45	0	0	0	-10	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6748	³ª°¡»ç³É²Û	KNIGHT	MONSTER	RANGE	123	100	AGGR,BERSERK	0		STUN,SLOW,TERROR	0	naga_archer	0	135	90	125	33	200	300	147364	5	14	200	400	10	242	100	100	100	2000	800	0	0	0	0	0	0	15	25	45	45	45	45	45	45	0	0	0	-10	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6749	³ª°¡Á¦³×·²	S_KNIGHT	MONSTER	MELEE	160	100	AGGR,BERSERK,REVIVE,STONESKIN	0	ATT_DARK,DEVIL	STUN,SLOW,TERROR	0	naga_commander	0	135	90	128	33	200	300	5000000	10	15	200	400	10	250	100	100	100	2000	150	0	0	0	50	5	15	10	40	60	60	60	40	40	70	0	0	0	-10	100	3	6746	15	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	5	0
6750	¹ìÀü°¥	PAWN	MONSTER	MELEE	123	100	AGGR	0		STUN,SLOW,TERROR	0	snaketemple_pawn	0	135	62	125	31	200	300	167518	7	3	200	400	10	200	100	100	100	60000	150	0	0	0	0	10	0	15	10	45	45	45	45	45	45	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6751	¹ìÀÏ²Û	S_PAWN	MONSTER	MELEE	123	100	AGGR	0		STUN,SLOW,TERROR	0	snaketemple_s_pawn	0	135	62	125	31	200	300	178248	7	3	200	400	10	200	100	100	100	60000	200	0	0	0	0	10	0	15	12	45	45	45	45	45	45	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6752	¹ì³ª°¡	KNIGHT	MONSTER	MELEE	124	100	AGGR	0		STUN,SLOW,TERROR	0	snaketemple_knight03	0	135	63	126	31	200	300	174581	5	3	200	400	10	200	100	100	100	60000	250	0	0	0	0	10	0	15	16	45	45	45	45	45	45	0	0	0	-10	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6753	¹ìÀü»ç	KNIGHT	MONSTER	MELEE	125	100	AGGR	0		STUN,SLOW,TERROR	0	snaketemple_knight01	0	135	64	128	32	200	300	176487	5	3	200	400	10	200	100	100	100	60000	250	0	0	0	0	10	5	15	16	45	45	45	45	45	45	0	0	0	-10	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6754	¹ìÃ´ÈÄº´	KNIGHT	MONSTER	MELEE	124	100	AGGR	0		STUN,SLOW,TERROR	0	snaketemple_knight02	0	135	63	126	31	200	300	197364	5	3	200	400	10	200	100	100	100	60000	250	0	0	0	0	10	5	20	16	45	45	45	45	45	45	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6755	¹ì°í´ëÀü»ç	S_KNIGHT	MONSTER	RANGE	128	100	AGGR,BERSERK	0	ATT_ICE	STUN,SLOW,TERROR	0	snaketemple_s_knight	0	141	64	128	32	200	300	1914864	7	2	200	400	10	200	100	100	100	60000	600	0	0	0	5	10	25	25	18	45	45	45	45	45	45	0	0	0	0	90	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6756	¹ì°í´ëÄý2	BOSS	MONSTER	MELEE	160	100	AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ATT_EARTH	STUN,SLOW,TERROR,POISON	0	snaketemple_boss	0	141	64	128	32	150	250	20000000	12	7	200	400	10	200	400	100	100	60000	300	0	0	0	50	20	25	30	20	50	50	50	40	40	50	0	0	0	-10	90	2	6753	20	0	0	40	257	40	258	0	0	0	0	0	0	0	15	0	10	0
6757	¹ìºÀÀÎºñ	KNIGHT	NPC	MELEE	1	100	NOMOVE	0		STUN,SLOW,TERROR	0		2	0	0	0	0	0	0	120	3	1	200	400	10	200	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6758	¿À¿°º´»ç	PAWN	MONSTER	MELEE	122	100		0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_pawn	0	135	91	60	36	200	300	124750	3	8	200	400	10	200	100	100	100	2000	250	0	0	0	0	0	0	10	16	45	45	45	45	45	45	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6759	¿À¿°Ã´ÈÄº´	S_PAWN	MONSTER	MELEE	122		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_s_pawn	0	135	92	61	36	200	300	167364	4	8	200	400	10	200	100	100	100	2000	250	0	0	0	0	0	0	10	12	45	45	45	45	45	45	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6760	¿À¿°Àü»ç	KNIGHT	MONSTER	MELEE	122		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_knight	0	135	92	61	36	200	300	183487	4	8	200	400	10	200	100	100	100	2000	250	0	0	0	0	0	0	10	12	45	45	45	45	45	45	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6761	¿À¿°¹ý»ç	KNIGHT	MONSTER	MAGIC	123		AGGR,BERSERK	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_s_knight	0	135	62	125	36	200	300	157364	5	7	200	400	10	200	100	100	100	2000	1200	0	0	0	0	0	10	10	16	45	45	45	45	45	45	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6762	¿À¿°Àå±º	S_KNIGHT	MONSTER	MELEE	123		AGGR,BERSERK	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_knight02	0	135	92	61	36	200	300	176648	5	10	200	400	10	200	100	100	100	2000	250	0	0	0	5	0	0	15	15	45	45	45	45	45	45	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6763	¿À¿°Á·Àå	BOSS	MONSTER	MELEE	160		AGGR,BERSERK,STONESKIN,FALL	0	ATT_DARK,DEVIL	STUN,SLOW,TERROR,POISON	0	snakevalley_knight03	0	135	62	125	36	150	250	5000000	10	15	200	400	10	200	100	100	100	2000	250	0	0	0	30	10	0	20	30	60	60	60	40	40	70	0	0	0	0	100	4	0	20	0	0	40	257	40	258	0	0	0	0	0	0	0	25	0	5	0
6764	¿À¿°´ëÁ·Àå	BOSS	MONSTER	MELEE	160		AGGR,BERSERK,STONESKIN	0	DEVIL	STUN,SLOW,TERROR,POISON	0	snakevalley_boss	0	142	64	128	36	150	250	5000000	10	15	200	400	10	200	100	100	100	2000	250	0	0	0	30	10	0	20	30	60	60	60	40	40	70	0	0	0	0	100	3	0	20	0	0	40	257	40	258	0	0	0	0	0	0	0	25	0	5	0
6765	¹ì°í´ëÀü»ç(4Ãþ)	S_KNIGHT	MONSTER	RANGE	128		AGGR,BERSERK,STONESKIN	0	ATT_EARTH	STUN,SLOW,TERROR	0	snaketemple_s_knight	0	141	64	128	32	200	300	1014864	7	15	200	400	10	200	100	100	100	60000	1200	0	0	0	5	10	25	25	18	45	45	45	45	45	45	0	0	0	0	90	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6850	¹ìÀü°¥2	PAWN	MONSTER	MELEE	123	100	AGGR	0	ATT_EARTH	STUN,SLOW,TERROR	0	snaketemple_pawn	0	141	62	125	31	200	300	200000	7	3	200	400	10	200	100	100	100	60000	150	0	0	0	0	10	0	15	10	45	45	45	45	45	45	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6851	¹ìÀÏ²Û2	S_PAWN	MONSTER	MELEE	123	100	AGGR	0	ATT_FIRE	STUN,SLOW,TERROR	0	snaketemple_s_pawn	0	141	62	125	31	200	300	200000	7	3	200	400	10	200	100	100	100	60000	200	0	0	0	0	10	0	15	12	45	45	45	45	45	45	-10	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
